,colormap,zoom level,COG,ZARR
1378,10.0,6.0,0.047973,0.231838
1379,10.0,7.0,0.054672,0.156404
1380,10.0,8.0,0.099144,0.362509
1381,10.0,9.0,0.149179,0.48498
1382,10.0,10.0,0.15427,0.275715
1383,10.0,11.0,0.173771,0.425196
1384,10.0,12.0,0.133865,0.324958
1385,10.0,13.0,0.167468,0.262112
1386,10.0,14.0,0.087479,0.334052
1387,10.0,15.0,0.08232,0.272418
1388,10.0,16.0,0.09734,0.252597
1389,10.0,17.0,0.076419,0.247641
1390,10.0,18.0,0.075576,0.314091
1391,11.0,6.0,0.059722,0.165015
1392,11.0,7.0,0.094365,0.317018
1393,11.0,8.0,0.072391,0.160834
1394,11.0,9.0,0.057749,0.166105
1395,11.0,10.0,0.062487,0.155497
1396,11.0,11.0,0.131407,0.26369
1397,11.0,12.0,0.121851,0.24222
1398,11.0,13.0,0.095259,0.31276
1399,11.0,14.0,0.090743,0.298215
1400,11.0,15.0,0.082689,0.321866
1401,11.0,16.0,0.081879,0.30279
1402,11.0,17.0,0.112513,0.357396
1403,11.0,18.0,0.118315,0.299212
1404,0.0,6.0,0.056228,0.161517
1405,0.0,7.0,0.099931,0.489328
1406,0.0,8.0,0.056404,0.174716
1407,0.0,9.0,0.063026,0.180265
1408,0.0,10.0,0.104948,0.314676
1409,0.0,11.0,0.140759,0.271914
1410,0.0,12.0,0.140986,0.273321
1411,0.0,13.0,0.138936,0.258899
1412,0.0,14.0,0.170347,0.251173
1413,0.0,15.0,0.085013,0.3405
1414,0.0,16.0,0.077965,0.42535
1415,0.0,17.0,0.075681,0.334513
1416,0.0,18.0,0.08141,0.258097
1417,1.0,6.0,0.056221,0.164346
1418,1.0,7.0,0.057357,0.169724
1419,1.0,8.0,0.110816,0.286121
1420,1.0,9.0,0.109233,0.339248
1421,1.0,10.0,0.093818,0.37297
1422,1.0,11.0,0.144178,0.31909
1423,1.0,12.0,0.158974,0.251047
1424,1.0,13.0,0.17534,0.338526
1425,1.0,14.0,0.12306,0.331721
1426,1.0,15.0,0.085106,0.291983
1427,1.0,16.0,0.099266,0.22578
1428,1.0,17.0,0.076442,0.311003
1429,1.0,18.0,0.136551,0.334266
1430,2.0,6.0,0.098752,0.165871
1431,2.0,7.0,0.107256,0.319764
1432,2.0,8.0,0.053121,0.164479
1433,2.0,9.0,0.058462,0.175432
1434,2.0,10.0,0.20032,0.324214
1435,2.0,11.0,0.10463,0.235366
1436,2.0,12.0,0.126185,0.271857
1437,2.0,13.0,0.139424,0.281218
1438,2.0,14.0,0.134597,0.260318
1439,2.0,15.0,0.127763,0.28145
1440,2.0,16.0,0.131307,0.370815
1441,2.0,17.0,0.081049,0.244857
1442,2.0,18.0,0.077057,0.36242
1443,3.0,6.0,0.0977,0.337286
1444,3.0,7.0,0.056435,0.175222
1445,3.0,8.0,0.057606,0.163842
1446,3.0,9.0,0.056048,0.169617
1447,3.0,10.0,0.057133,0.158744
1448,3.0,11.0,0.175745,0.324497
1449,3.0,12.0,0.116648,0.310974
1450,3.0,13.0,0.094121,0.379821
1451,3.0,14.0,0.138929,0.318354
1452,3.0,15.0,0.111081,0.312863
1453,3.0,16.0,0.109024,0.366393
1454,3.0,17.0,0.1065,0.407975
1455,3.0,18.0,0.074008,0.248573
1456,4.0,6.0,0.066058,0.16242
1457,4.0,7.0,0.124935,0.367603
1458,4.0,8.0,0.054755,0.162984
1459,4.0,9.0,0.056656,0.173087
1460,4.0,10.0,0.098734,0.300603
1461,4.0,11.0,0.09742,0.324981
1462,4.0,12.0,0.139992,0.325191
1463,4.0,13.0,0.148936,0.251706
1464,4.0,14.0,0.168027,0.351877
1465,4.0,15.0,0.114316,0.328428
1466,4.0,16.0,0.119153,0.298042
1467,4.0,17.0,0.086881,0.237257
1468,4.0,18.0,0.076157,0.274025
1469,5.0,6.0,0.098195,0.338129
1470,5.0,7.0,0.157626,0.397482
1471,5.0,8.0,0.055264,0.314249
1472,5.0,9.0,0.114891,0.35824
1473,5.0,10.0,0.163446,0.369591
1474,5.0,11.0,0.143037,0.315975
1475,5.0,12.0,0.150558,0.35033
1476,5.0,13.0,0.300201,0.3657
1477,5.0,14.0,0.13704,0.301527
1478,5.0,15.0,0.121898,0.274976
1479,5.0,16.0,0.077445,0.290613
1480,5.0,17.0,0.076057,0.335095
1481,5.0,18.0,0.088541,0.338205
1482,6.0,6.0,0.059036,0.172589
1483,6.0,7.0,0.0574,0.175846
1484,6.0,8.0,0.053084,0.156835
1485,6.0,9.0,0.152824,0.365892
1486,6.0,10.0,0.058663,0.175548
1487,6.0,11.0,0.142637,0.290105
1488,6.0,12.0,0.206101,0.374684
1489,6.0,13.0,0.129578,0.311155
1490,6.0,14.0,0.089441,0.282159
1491,6.0,15.0,0.08491,0.321906
1492,6.0,16.0,0.078734,0.266419
1493,6.0,17.0,0.105061,0.289352
1494,6.0,18.0,0.150547,0.307885
1495,7.0,6.0,0.096202,0.283767
1496,7.0,7.0,0.098662,0.504403
1497,7.0,8.0,0.058014,0.160432
1498,7.0,9.0,0.055362,0.172065
1499,7.0,10.0,0.150282,0.45382
1500,7.0,11.0,0.11152,0.334685
1501,7.0,12.0,0.137835,0.29342
1502,7.0,13.0,0.14448,0.346045
1503,7.0,14.0,0.124509,0.26888
1504,7.0,15.0,0.075885,0.287488
1505,7.0,16.0,0.080257,0.336279
1506,7.0,17.0,0.074722,0.333506
1507,7.0,18.0,0.077447,0.234155
1508,8.0,6.0,0.093214,0.255601
1509,8.0,7.0,0.055789,0.179932
1510,8.0,8.0,0.056529,0.168236
1511,8.0,9.0,0.051302,0.173152
1512,8.0,10.0,0.050807,0.310644
1513,8.0,11.0,0.061112,0.167103
1514,8.0,12.0,0.096996,0.340662
1515,8.0,13.0,0.096104,0.400824
1516,8.0,14.0,0.088857,0.315862
1517,8.0,15.0,0.123683,0.323496
1518,8.0,16.0,0.120258,0.234802
1519,8.0,17.0,0.127925,0.243133
1520,8.0,18.0,0.076504,0.284019
1521,9.0,6.0,0.0991,0.33786
1522,9.0,7.0,0.05863,0.163704
1523,9.0,8.0,0.05575,0.174461
1524,9.0,9.0,0.092645,0.274781
1525,9.0,10.0,0.063487,0.316215
1526,9.0,11.0,0.121296,0.458907
1527,9.0,12.0,0.154851,0.444061
1528,9.0,13.0,0.152107,0.257727
1529,9.0,14.0,0.177941,0.34541
1530,9.0,15.0,0.084283,0.33761
1531,9.0,16.0,0.127784,0.37649
1532,9.0,17.0,0.074244,0.344482
1533,9.0,18.0,0.078788,0.25571
1534,10.0,6.0,0.101716,0.311157
1535,10.0,7.0,0.100626,0.415169
1536,10.0,8.0,0.054545,0.292917
1537,10.0,9.0,0.056288,0.252673
1538,10.0,10.0,0.102297,0.357473
1539,10.0,11.0,0.054787,0.163609
1540,10.0,12.0,0.091851,0.295983
1541,10.0,13.0,0.096253,0.304264
1542,10.0,14.0,0.148044,0.300226
1543,10.0,15.0,0.134099,0.251779
1544,10.0,16.0,0.121652,0.369364
1545,10.0,17.0,0.083081,0.292908
1546,10.0,18.0,0.076298,0.305803
1547,11.0,6.0,0.05367,0.179198
1548,11.0,7.0,0.095562,0.308491
1549,11.0,8.0,0.054894,0.189329
1550,11.0,9.0,0.057481,0.173882
1551,11.0,10.0,0.09698,0.25461
1552,11.0,11.0,0.097999,0.358003
1553,11.0,12.0,0.146607,0.290036
1554,11.0,13.0,0.170034,0.391557
1555,11.0,14.0,0.089828,0.324444
1556,11.0,15.0,0.142413,0.239736
1557,11.0,16.0,0.215013,0.274369
1558,11.0,17.0,0.0773,0.251204
1559,11.0,18.0,0.078435,0.319791
